,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SourceEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
1679,Multifamily HR (10+),High-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62393,-122.36362,1963,11,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,116.0999985,2693939.25,0.0,2386917.0,False,Compliant,22.29,0.34
1680,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61612,-122.34973,1980,18,0,"Multifamily Housing, Office, Swimming Pool",Multifamily Housing,Office,8636.0,93.30000305,5202618.5,0.0,3002811.0,False,Compliant,117.79,0.94
1681,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.59098,-122.38256,2000,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,100.0999985,1068830.875,0.0,748194.0,False,Compliant,18.72,0.72
1682,Multifamily LR (1-4),Low-Rise Multifamily,6,LAKE UNION,47.66094,-122.35583,1988,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,81.80000305,689532.3125,0.0,647321.0,False,Compliant,4.51,0.18
1683,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.58869,-122.38083,1985,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,110.3000031,844363.1875,0.0,785145.0,False,Compliant,5.47,0.2
1684,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.58729,-122.3792,1973,5,6181,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,93.40000153,2486479.0,0.0,1679931.0,False,Compliant,44.6,0.7
1685,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.57313,-122.37115,2000,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,107.5999985,1194171.25,0.0,1167735.0,False,Compliant,8.14,0.12
1686,Multifamily LR (1-4),Low-Rise Multifamily,4,LAKE UNION,47.64384,-122.32588,1986,4,7600,"Multifamily Housing, Parking",Multifamily Housing,Parking,7600.0,92.40000153,674995.5,0.0,623527.0,False,Compliant,4.35,0.17
1687,Multifamily LR (1-4),Low-Rise Multifamily,3,CENTRAL,47.60001,-122.28562,1986,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,5540.0,87.80000305,808540.5,0.0,776997.0,False,Compliant,5.42,0.16
1688,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.57054,-122.41178,1968,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,77.69999695,1769178.25,0.0,1702992.0,False,Compliant,11.87,0.17
1689,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.59431,-122.38462,1994,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,82.30000305,1052068.5,0.0,820599.0,False,Compliant,14.81,0.48
1690,NonResidential,Medical Office,3,EAST,47.62014,-122.31228,1964,3,0,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,Parking,282392.0,351.6000061,103985264.0,0.0,48002292.0,False,Compliant,3238.24,5.47
1691,NonResidential,Distribution Center,1,DELRIDGE,47.53158,-122.33568,1979,1,0,Distribution Center,Distribution Center,Rien,28444.075817081597,31.79999924,461205.5938,0.0,436253.0,False,Compliant,3.04,0.07
1692,Campus,Other,1,DELRIDGE,47.51885,-122.33421,2005,1,0,Adult Education,Adult Education,Rien,28444.075817081597,109.1999969,3347245.25,0.0,1474450.0,False,Compliant,96.15,1.66
1693,NonResidential,Other,1,DELRIDGE,47.52956,-122.33592,1971,1,0,"Office, Other - Services",Other - Services,Office,7970.0,195.6999969,3315521.5,0.0,902081.0,False,Compliant,122.71,4.68
1694,Multifamily MR (5-9),Mid-Rise Multifamily,1,DELRIDGE,47.52119,-122.33548,2010,6,0,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,Parking,39820.0,86.19999695,14085977.0,0.0,8610133.0,False,Compliant,305.05,0.7
1695,Multifamily LR (1-4),Low-Rise Multifamily,6,NORTHWEST,47.68114,-122.32616,1972,4,3000,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,55.0,389163.0,0.0,364967.0,False,Compliant,2.54,0.1
1696,Multifamily LR (1-4),Low-Rise Multifamily,6,NORTHWEST,47.68572,-122.33639,1978,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,80.5,791132.625,0.0,733881.0,False,Compliant,6.31,0.22
1697,Multifamily LR (1-4),Low-Rise Multifamily,6,NORTHWEST,47.6805,-122.35489,1990,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,10807.0,91.5,862168.0,0.0,831856.0,False,Compliant,5.8,0.13
1698,NonResidential,Warehouse,3,DOWNTOWN,47.59783,-122.31554,1956,2,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Rien,28444.075817081597,38.09999847,310602.3125,0.0,313528.0,False,Compliant,2.19,0.08
1699,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59721,-122.31838,1988,1,0,Office,Office,Rien,28444.075817081597,54.90000153,1405510.25,0.0,514491.0,False,Compliant,43.63,0.97
1700,Multifamily MR (5-9),Mid-Rise Multifamily,2,DOWNTOWN,47.59718,-122.31895,1988,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,79.30000305,1849454.0,0.0,1734822.0,False,Compliant,12.09,0.18
1701,NonResidential,Small- and Mid-Sized Office,3,DOWNTOWN,47.59728,-122.31587,2001,5,22095,"Office, Parking",Office,Parking,25915.0,134.6000061,2000777.25,0.0,1866104.0,False,Compliant,19.12,0.27
1702,Multifamily LR (1-4),Low-Rise Multifamily,2,GREATER DUWAMISH,47.58826,-122.31689,1992,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,65.09999847,534824.8125,0.0,501553.0,False,Compliant,3.5,0.14
1703,Multifamily MR (5-9),Mid-Rise Multifamily,7,EAST,47.61233,-122.32895,1965,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,113.5,1747326.875,0.0,1612167.0,False,Compliant,11.24,0.25
1704,Multifamily LR (1-4),Low-Rise Multifamily,5,North,47.71103,-122.32479,1978,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,81.30000305,4210997.0,0.0,3540065.0,False,Compliant,50.55,0.37
1705,Multifamily LR (1-4),Low-Rise Multifamily,4,LAKE UNION,47.64778,-122.33668,2005,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,12032.0,113.1999969,1838214.75,0.0,1750362.0,False,Compliant,12.2,0.18
1706,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63283,-122.34616,1960,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,103.9000015,770349.3125,0.0,721983.0,False,Compliant,5.03,0.23
1707,Multifamily LR (1-4),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63435,-122.34671,1969,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,684.2999878,7169577.0,0.0,6691197.0,False,Non-Compliant,54.25,1.77
1708,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.63115,-122.34591,1978,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,59.90000153,703658.0,0.0,659653.0,False,Compliant,4.6,0.13
1709,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,47.66857,-122.33325,2000,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,96.09999847,1194672.25,0.0,1162493.0,False,Compliant,8.1,0.21
1710,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.60466,-122.32272,1907,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,91.59999847,720130.8125,0.0,636865.0,False,Compliant,7.09,0.32
1711,Multifamily MR (5-9),Mid-Rise Multifamily,7,EAST,47.60728,-122.32808,2008,7,0,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,Parking,27493.0,95.90000153,2925521.0,0.0,1793091.0,False,Compliant,67.24,0.69
1712,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.60601,-122.32756,1911,5,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,114.5999985,1210870.25,0.0,1162120.0,False,Compliant,8.1,0.26
1713,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.60502,-122.32705,1991,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,38648.0,117.8000031,3674416.5,0.0,2289672.0,False,Compliant,76.67,0.7
1714,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.72077,-122.29833,1999,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,84.90000153,678906.8125,0.0,648879.0,False,Compliant,4.52,0.12
1715,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.71951,-122.29863,1966,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,73.69999695,782061.6875,0.0,745337.0,False,Compliant,5.2,0.16
1716,Multifamily LR (1-4),Low-Rise Multifamily,3,CENTRAL,47.61319,-122.31525,1907,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,78.19999695,929197.6875,0.0,872114.0,False,Compliant,6.08,0.17
1717,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.55813,-122.3189,1971,1,0,K-12 School,K-12 School,Rien,28444.075817081597,64.59999847,1220512.25,0.0,1066312.0,True,Error - Correct Default Data,12.15,0.24
1718,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62572,-122.36081,1930,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,77.90000153,1434297.75,0.0,663416.0,False,Compliant,44.4,1.21
1719,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.6254,-122.36112,1930,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,90.09999847,2724621.0,0.0,464992.0,False,Compliant,109.55,2.77
1720,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62477,-122.36154,1929,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,63.90000153,1290222.25,0.0,668566.0,False,Compliant,32.35,0.78
1721,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36176,1930,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,77.69999695,1378544.75,0.0,136879.0,False,Compliant,60.94,2.93
1722,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62489,-122.36219,1930,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,93.59999847,2070112.75,0.0,270535.0,False,Compliant,86.86,2.66
1723,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.55801,-122.38651,1958,3,6258,"Multifamily Housing, Parking",Multifamily Housing,Parking,6258.0,96.19999695,764063.625,0.0,721550.0,False,Compliant,5.03,0.17
1724,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.55773,-122.38639,1989,5,0,"Multifamily Housing, Office",Multifamily Housing,Office,3075.0,78.59999847,606213.3125,0.0,566183.0,False,Compliant,3.95,0.17
1725,Multifamily LR (1-4),Low-Rise Multifamily,6,BALLARD,47.69041,-122.37759,2001,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,3500.0,56.40000153,444150.6875,0.0,420148.0,False,Compliant,2.93,0.13
1726,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.6899,-122.37619,1994,1,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,0.0,604.9000244,12559767.0,0.0,7019711.0,False,Compliant,326.74,7.18
1727,NonResidential,Retail Store,5,NORTHWEST,47.72286,-122.34612,1979,2,0,"Office, Parking, Retail Store",Retail Store,Office,3500.0,52.40000153,337536.0938,0.0,326778.0,False,Compliant,2.28,0.11
1728,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.57844,-122.41169,1990,4,0,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,Restaurant,3862.0,127.5999985,1176168.25,0.0,1110150.0,False,Compliant,7.74,0.28
1729,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.5568,-122.38644,2014,7,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,28670.0,98.40000153,2618214.25,0.0,1711059.0,False,Compliant,53.61,0.74
1730,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.55231,-122.38753,1969,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,70.19999695,581283.375,0.0,540323.0,False,Compliant,3.77,0.16
1731,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.55122,-122.3877,1980,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,85.90000153,687252.6875,0.0,654625.0,False,Compliant,4.56,0.19
1732,Campus,Other,1,GREATER DUWAMISH,47.57049,-122.34857,1989,2,0,Other,Other,Rien,28444.075817081597,135.8000031,8551562.0,0.0,5130303.0,False,Compliant,179.55,1.29
1733,NonResidential,Small- and Mid-Sized Office,1,GREATER DUWAMISH,47.56999,-122.34703,1997,2,0,"Office, Parking",Office,Parking,0.0,214.0,2828385.0,0.0,2742404.0,False,Compliant,23.6,0.58
1734,NonResidential,Warehouse,1,GREATER DUWAMISH,47.57279,-122.35066,1900,1,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,1500.0,41.0,283275.0,0.0,260808.0,False,Compliant,2.25,0.11
1735,Multifamily HR (10+),High-Rise Multifamily,3,EAST,47.60492,-122.32532,1967,17,0,"Multifamily Housing, Other/Specialty Hospital",Multifamily Housing,Other/Specialty Hospital,13802.0,100.4000015,10814285.0,0.0,4820370.0,False,Compliant,349.55,1.64
1736,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.60523,-122.3249,1930,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,3318.0,81.59999847,1923281.25,0.0,282167.0,False,Compliant,78.42,2.4
1737,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.60538,-122.3257,1948,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,3700.0,93.69999695,3225209.5,0.0,603599.0,False,Compliant,128.54,2.56
1738,Multifamily HR (10+),High-Rise Multifamily,3,EAST,47.60668,-122.32619,2008,26,174156,"Multifamily Housing, Parking",Multifamily Housing,Parking,121056.0,101.6999969,26781786.0,0.0,17592132.0,False,Compliant,567.6,0.9
1739,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.60733,-122.32727,1920,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,103.8000031,2069689.0,0.0,295975.0,False,Compliant,85.78,3.44
